,Promo,List_Price,COGS,median_baseprice,Promotion_Cost,TE,tpr_discount_byppg,RRP
0,240.15132398606318,276.96,120.92500007615999,240.15132398606318,0.0,77.9420832,0.0,240.15132398606318
1,168.1059267902442,276.96,120.92500007615999,240.15132398606318,62.84776319999999,137.64745824,30.000000000000004,240.15132398606318
