Nielsen SKU Name,Year,PPG Name,Retailer,DATE,Level,Activity name,Mechanic,"Discount, NRV %",Weeknum,TE Off Inv,TE On Inv,COGS,GMAC,PPG,List Price Nov 2019 Price per PC,List Price July 2020 Price per PC,List_Price
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-07-18,NA,Tactical Promo,Single price off % discount,0.25,29,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-07-25,NA,Tactical Promo_Tactical Promo_21_B2S MULTIBRAND_21_B2S MULTIBRAND,Single price off % discount,0.25,30,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-08-01,NA,Tactical Promo_21_B2S MULTIBRAND_21_B2S MULTIBRAND,Single price off % discount,0.25,31,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-08-08,NA,21_B2S MULTIBRAND_21_B2S MULTIBRAND,Single price off % discount,0.25,32,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-08-15,NA,21_B2S MULTIBRAND_21_B2S MULTIBRAND,Single price off % discount,0.25,33,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-08-22,NA,21_B2S MULTIBRAND_21_B2S MULTIBRAND,Single price off % discount,0.25,34,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-09-19,NA,Catalogue_Tactical Promo_Tactical Promo,Single price off % discount,0.25,38,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-09-26,NA,Catalogue_Tactical Promo_Tactical Promo_Tactical Promo,Single price off % discount,0.25,39,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-10-03,NA,Catalogue_Tactical Promo_Tactical Promo_Tactical Promo,Single price off % discount,0.25,40,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-10-10,NA,Catalogue_Tactical Promo_Tactical Promo_Tactical Promo,Single price off % discount,0.25,41,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-10-17,NA,Catalogue_Tactical Promo_Tactical Promo,Single price off % discount,0.25,42,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-11-14,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,46,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-11-21,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,47,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-11-28,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,48,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-12-05,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,49,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-12-12,NA,21_NEW YEAR MULTIBRAND_21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,50,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-12-19,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,51,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-12-26,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,52,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
