Date,wk_sold_avg_price_byppg,wk_base_price_perunit_byppg,Promo,TE,List_Price,Promotion_Cost,COGS,GMAC,TE Off Inv,TE On Inv,tpr_discount_byppg,median_baseprice,tpr_discount_byppg_train,flag_old_mans_day,SI,ITEM_2029_Tander_PromotedDiscount,ITEM_2028_Tander_PromotedDiscount,ITEM_2010_Tander_RegularPrice,Catalogue_Dist,Promo_flg_date_1,wk_sold_median_base_price_byppg_log,pred_vol,Predicted_Volume,Baseline_Prediction
2022-04-24,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.582584689740343,6.245538900785153,0.0,5.588230625027972,0.7493103448275863,0,5.481269241258506,10.997892084093158,59748.06498572274,59748.06498572274
2022-05-01,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.562246167418922,5.97233503162764,0.0,5.588230625027972,0.7493103448275863,0,5.481269241258506,10.99263320989089,59434.68217077069,59434.68217077069
2022-05-08,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.441753675250957,0.0,0.0,5.588230625027972,0.7493103448275863,0,5.481269241258506,10.96583158705283,57862.893565474464,57862.893565474464
2022-05-15,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.438412064258238,13.18511996478099,18.30324723510809,5.588230625027972,0.0,0,5.481269241258506,9.87671809476637,19471.713365294298,19471.713365294298
2022-05-22,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.461891335517736,8.760593220338986,21.02066873281243,5.588230625027972,0.0,0,5.481269241258506,9.88481156179569,19629.946499002253,19629.946499002253
2022-05-29,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.493200451091097,6.978813559322039,18.71673284093855,5.588230625027972,0.0,0,5.481269241258506,9.897413356784536,19878.884297599365,19878.884297599365
2022-06-05,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.452424280237041,7.297083903568802,17.67267461488034,5.588230625027972,0.0,0,5.481269241258506,9.887048026194044,19673.897304375292,19673.897304375292
2022-06-12,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.51960104827883,21.75170592119745,0.0,5.588230625027972,0.0,0,5.481269241258506,9.908538159698661,20101.267659567504,20101.267659567504
2022-06-19,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.633663537945396,15.12230073627514,20.40488231254293,5.588230625027972,0.0,0,5.481269241258506,9.925787679760347,20451.012674090955,20451.012674090955
2022-06-26,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.584662525471397,7.697574334898272,20.8109012379475,5.588230625027972,0.0,0,5.481269241258506,9.919478111843393,20322.381849853573,20322.381849853573
2022-07-03,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.564761663157614,12.40733876945885,18.05975059062771,5.588230625027972,0.0,0,5.481269241258506,9.912106463506802,20173.123214487256,20173.123214487256
2022-07-10,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.495153810430618,12.12832550860721,14.9568134638197,5.588230625027972,0.0,0,5.481269241258506,9.89655507795272,19861.829991728362,19861.829991728362
2022-07-17,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.490813999967702,11.7527386541471,14.23286864848955,5.588230625027972,0.0,0,5.481269241258506,9.896474181176597,19860.22329870316,19860.22329870316
2022-07-24,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.491649244424877,9.318603613774412,0.0,5.588230625027972,0.0,0,5.481269241258506,9.91336837135781,20198.595905765276,20198.595905765276
2022-07-31,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.448283875876944,5.542501360733876,0.0,5.588230625027972,0.0,0,5.481269241258506,9.905349093365814,20037.265491449205,20037.265491449205
2022-08-07,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.43182067066514,0.0,9.026769471190121,5.588230625027972,0.0,0,5.481269241258506,9.897386833437746,19878.357050049555,19878.357050049555
2022-08-14,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.439572927052304,8.903253152484902,0.0,5.588230625027972,0.7493103448275863,0,5.481269241258506,10.956335170390311,57316.00427312676,57316.00427312676
2022-08-21,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.452760524545528,14.71755964709235,0.0,5.588230625027972,0.7493103448275863,0,5.481269241258506,10.954107890413862,57188.487544922034,57188.487544922034
2022-08-28,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.466039336659315,20.28489683464781,0.0,5.588230625027972,0.7493103448275863,0,5.481269241258506,10.952152390121256,57076.764713411256,57076.764713411256
2022-09-04,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.50504950712971,21.21123238317263,0.0,5.588230625027972,0.0,0,5.481269241258506,9.905120614044126,20032.687913582093,20032.687913582093
2022-09-11,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.54635679093113,18.53306365785001,0.0,5.588230625027972,0.0,0,5.481269241258506,9.919034363963435,20313.365836558347,20313.365836558347
2022-09-18,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.850671655351316,14.70765114931695,13.44313592315436,5.588230625027972,0.7493103448275863,0,5.481269241258506,11.048906490567656,62875.16241674789,62875.16241674789
2022-09-25,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.771020459880263,11.10426079166146,16.48421831585051,5.588230625027972,0.7493103448275863,0,5.481269241258506,11.02780367336449,61562.22145802355,61562.22145802355
2022-10-02,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.571607249319284,10.6544715049716,12.76237273940695,5.588230625027972,0.7493103448275863,0,5.481269241258506,10.977734914955036,58555.77014846071,58555.77014846071
2022-10-09,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,1,0.574709127710757,0.0,11.72923918448533,5.588230625027972,0.7493103448275863,0,5.481269241258506,11.17526623093741,71343.83619936899,71343.83619936899
2022-10-16,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,1.0863150390431,11.53853492854008,8.331520387866743,5.588230625027972,0.7493103448275863,0,5.481269241258506,11.121282222687887,67594.52196237308,67594.52196237308
2022-10-23,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,1.615180180251434,15.16963539159298,0.0,5.588230625027972,0.0,0,5.481269241258506,10.213117754124816,27258.420298086414,27258.420298086414
2022-10-30,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.748556885488473,0.0,0.0,5.588230625027972,0.0,0,5.481269241258506,9.992565853340881,21863.324975446318,21863.324975446318
2022-11-06,240.15132398606318,240.15132398606318,240.15132398606318,77.9420832,276.96,0.0,120.92500007615999,0.563384604,0.05,0.2436,0.0,240.15132398606318,0.0,0,0.627281256659349,0.0,10.78650754185315,5.588230625027972,0.0,0,5.481269241258506,9.948792374757508,20926.935220924133,20926.935220924133
2022-11-13,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.632767357375529,9.11440207594918,13.17752362008951,5.588230625027972,0.7493103448275863,0,5.481269241258506,10.995495382894674,59605.03819147326,59605.03819147326
2022-11-20,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,0.746834740529218,0.0,8.77742509654843,5.588230625027972,0.7493103448275863,0,5.481269241258506,11.040036211711968,62319.90846241572,62319.90846241572
2022-11-27,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,1.040509801568178,15.76436332613901,21.34807232786049,5.588230625027972,0.7493103448275863,0,5.481269241258506,11.091580817757116,65616.39173690943,65616.39173690943
2022-12-04,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,1.287751531723441,15.8570308559065,20.43064819470566,5.588230625027972,0.7493103448275863,0,5.481269241258506,11.159655324962735,70238.7424802154,70238.7424802154
2022-12-11,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,1.654395438320307,15.99917959261336,21.26478641331598,5.588230625027972,0.7493103448275863,0,5.481269241258506,11.258406180601764,77528.91019858996,77528.91019858996
2022-12-18,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,2.927874703845202,5.377576907362758,12.57392918711045,5.588230625027972,0.7493103448275863,0,5.481269241258506,11.624105000735991,111759.55372143432,111759.55372143432
2022-12-25,168.1059267902442,240.15132398606318,168.1059267902442,137.64745824,276.96,62.84776319999999,120.92500007615999,0.563384604,0.05,0.2436,30.000000000000004,240.15132398606318,30.000000000000004,0,5.006893863810569,0.0,0.0,5.588230625027972,0.7493103448275863,0,5.481269241258506,12.207549718341046,200295.63284404273,200295.63284404273
