,Date,wk_sold_avg_price_byppg,wk_base_price_perunit_byppg,Promo,TE,List_Price,Promotion_Cost,COGS,tpr_discount_byppg,median_baseprice,flag_promo_under1,flag_promo_under2,flag_children_protection_day,trend_year,tpr_discount_byppg_train,Catalogue_Dist,ACV_Selling,SI,ITEM5006_Lenta_PromotedDiscount,ITEM5006_Lenta_RegularPrice,flag_christmas_day_new,QC,wk_sold_median_base_price_byppg_log,Units,Promo Price,Sales,GSV,Trade_Expense,NSV,MAC,RP
31,2021-08-08,28.062894419429448,28.062894419429448,28.062894419429448,6.3269976,20.44,0.0,4.900833333333335,0.0,28.062894419429448,0,0,0,3,0.0,0.0,100.0,0.9537982716136136,0.0,3.2961429861401768,0,0,3.3344482204390498,104137.8363497534,28.062894419429448,2922409.106550952,2128577.3749889596,658879.8406540826,1469697.534334877,959335.3546907938,1452711.572216075
32,2021-08-15,21.047170814572084,28.062894419429448,28.062894419429448,9.855248200000002,20.44,0.0,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,0.0,0.803,100.0,0.9912549881923176,0.0,3.2961429861401768,0,0,3.3344482204390498,189264.28096856305,21.047170814572084,3983477.650642511,3868561.902997429,1865246.4643397257,2003315.4386577033,1075762.7416776037,1980162.2119848076
33,2021-08-22,21.047170814572084,28.062894419429448,28.062894419429448,9.855248200000002,20.44,0.0,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,0.0,0.803,100.0,1.060583399171539,0.0,3.2961429861401768,0,0,3.3344482204390498,195275.51595434736,21.047170814572084,4109997.140194845,3991431.54610686,1924488.6771131535,2066942.8689937065,1109930.1112207756,2043054.2712011384
34,2021-08-29,21.047170814572084,28.062894419429448,28.062894419429448,9.855248200000002,20.44,0.0,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,0.0,0.803,100.0,0.998740887392874,0.0,3.2961429861401768,0,0,3.3344482204390498,189904.34364301254,21.047170814572084,3996949.159083681,3881644.7840631767,1871554.440859981,2010090.3432031956,1079400.8057327312,1986858.8158804856
35,2021-09-05,28.062894419429448,28.062894419429448,28.062894419429448,6.3269976,20.44,0.0,4.900833333333335,0.0,28.062894419429448,0,0,0,3,0.0,0.0,100.0,1.037908229044993,0.0,3.2961429861401768,0,0,3.3344482204390498,108164.03981517679,28.062894419429448,3035396.0293122693,2210872.9738222137,684353.620316928,1526519.3535052857,996425.4217110733,1508876.6758069836
36,2021-09-12,28.062894419429448,28.062894419429448,28.062894419429448,6.3269976,20.44,0.0,4.900833333333335,0.0,28.062894419429448,0,0,0,3,0.0,0.0,100.0,0.98532192811704,0.0,3.2961429861401768,0,0,3.3344482204390498,105628.95621235966,28.062894419429448,2964254.2458219854,2159055.8649806315,668314.1524461047,1490741.7125345268,973071.8029637875,1473512.5332874586
37,2021-09-19,28.062894419429448,28.062894419429448,28.062894419429448,6.3269976,20.44,0.0,4.900833333333335,0.0,28.062894419429448,0,0,0,3,0.0,0.0,100.0,0.9641828680549396,0.0,3.2961429861401768,0,0,3.3344482204390498,104626.70491417387,28.062894419429448,2936128.173459261,2138569.848445714,661972.9108878863,1476596.9375578277,963838.8945576138,1459531.2359014335
38,2021-09-26,28.062894419429448,28.062894419429448,21.047170814572084,6.3269976,20.44,3.7139480000000002,4.900833333333335,0.0,28.062894419429448,0,0,0,3,25.000000000000007,0.0,100.0,0.9753439174496024,0.0,3.2961429861401768,0,11,3.3344482204390498,105154.68509218267,28.062894419429448,2950944.825450274,2149361.763284214,665313.4402069956,1484048.3230772181,968702.7372212794,1466896.502373056
39,2021-10-03,21.047170814572084,28.062894419429448,21.047170814572084,9.855248200000002,20.44,3.7139480000000002,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,25.000000000000007,0.803,100.0,1.046001952859095,0.0,3.2961429861401768,0,-9,3.3344482204390498,193995.55208421114,21.047170814572084,4083057.521983607,3965269.084601276,1911874.3154859284,2053394.7691153476,1102654.9009426427,2029662.7528682596
40,2021-10-10,21.047170814572084,28.062894419429448,21.047170814572084,9.855248200000002,20.44,3.7139480000000002,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,25.000000000000007,0.803,100.0,1.013377336060051,0.0,3.2961429861401768,0,-9,3.3344482204390498,191162.05603495848,21.047170814572084,4023420.4466325715,3907352.4253545515,1883949.5086468242,2023402.9167077274,1086549.5404230682,2000017.5299248442
